x,y
5.328992195427418,5.521519512632408
3.3446082822047174,1.7860691847807249
6.987201820593327,8.397288930949967
8.827425658237189,8.70212545961991
5.925328959710896,5.752323839747024
0.4269737401045859,0.7905318722335228
2.2964325989596546,2.2869920940053716
6.1838453891687095,5.775174478780377
4.54310500761494,4.789066691710995
4.385952176526189,5.493516178945791
8.089830128010362,7.998393886296346
4.652475377079099,5.200646913790272
3.899316827300936,4.220330962412718
6.05561914620921,6.317980863886675
2.158743040636182,1.7117736081651254
8.934935829602182,10.058704858479619
9.46445136796683,9.322524488102596
0.2260304638184607,-0.7523252664782331
5.316772060468793,5.950567782105145
3.819370470009744,2.6563526276495955
0.3858029469847679,0.16236036072859647
8.522504342254251,10.142837941144105
8.527889759279788,8.448586482886743
8.107460651081055,7.4456471402917295
0.9144180500879884,0.2697900303416576
3.8873485242947936,4.51432004327231
4.395436868071556,1.7732194167007176
4.113853629678488,2.8492938113511532
8.916630244348198,10.33037647242692
1.7630082974210382,3.1147343398829443
2.9598033241927624,2.5486072712252197
3.0837717722170055,2.959310649001631
3.310653662774712,3.6350029682940503
4.590509310364723,4.296460196597603
7.615557392127812,7.5852383882452585
0.28087651124224067,0.9992937879777347
1.134490966796875,1.880011094445638
3.486941736191511,2.165880866902098
8.335471779573709,8.410564683031119
7.520901178941131,7.708029993345594
3.3872300013899803,2.431993442898106
9.250755398534238,7.230381424190449
1.01088706869632,-0.041164326411360586
3.9261643891222775,5.052312033846032
5.29194864211604,4.938264933122724
0.3584870835766196,-0.8219886740040261
5.793891879729927,7.44876977911821
5.719690048135817,6.347366441436405
0.7559557654894888,1.5015167813884005
2.4585934658534825,3.9979432867831166
0.9981577680446208,-0.5637455114567436
6.739977111574262,6.786085651082824
3.8853026018477976,4.79449960937533
3.56309607392177,1.5125260376449763
5.623982883989811,6.000999315876729
3.6713751032948494,3.857200998971121
0.36861485335975885,-1.0676540146452396
2.3285527410916984,4.305067286956701
8.81252215243876,8.07966350525363
1.7656570579856634,0.4974660320635076
4.081756235100329,3.6092343776676876
1.0518876602873206,2.4069854781464937
9.244912129361182,9.643890606575468
5.053967360872775,5.534787868718021
8.604270266368985,8.00844966080439
1.6997202788479626,1.6987341798434137
